PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Magen, Eran; Konasewich, Paul A.",NA,NA,NA,NA,NA,NA,NA,Women Support Providers Are More Susceptible Than Men to Emotional Contagion Following Brief Supportive Interactions,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF WOMEN QUARTERLY,NA,NA,NA,35,4,NA,NA,611,616,NA,10.1177/0361684311423912,NA,NA,11-Dec,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000300154500006,NA
J,NA,"Gray, Kurt; Knobe, Joshua; Sheskin, Mark; Bloom, Paul; Barrett, Lisa Feldman",NA,NA,NA,NA,NA,NA,NA,More Than a Body: Mind Perception and the Nature of Objectification,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,101,6,NA,NA,1207,1220,NA,10.1037/a0025883,NA,NA,11-Dec,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,WOS:000297415400005,NA
J,NA,"Pellis, Sergio M.; Pellis, Vivien C.; Reinhart, Christine J.; Thierry, Bernard",NA,NA,NA,NA,NA,NA,NA,The Use of the Bared-Teeth Display During Play Fighting in Tonkean Macaques (Macaca tonkeana): Sometimes It Is All About Oneself,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF COMPARATIVE PSYCHOLOGY,NA,NA,NA,125,4,NA,NA,393,403,NA,10.1037/a0024514,NA,NA,11-Nov,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000297746300003,NA
J,NA,"Huang, Jennifer; Krumhansl, Carol Lynne",NA,NA,NA,NA,NA,NA,NA,"What does seeing the performer add? It depends on musical style, amount of stage behavior, and audience expertise",NA,NA,NA,NA,NA,NA,NA,MUSICAE SCIENTIAE,NA,NA,NA,15,3,NA,NA,343,364,NA,10.1177/1029864911414172,NA,NA,11-Nov,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000297912000003,NA
J,NA,"Neal, David T.; Chartrand, Tanya L.",NA,NA,NA,NA,NA,NA,NA,Embodied Emotion Perception: Amplifying and Dampening Facial Feedback Modulates Emotion Perception Accuracy,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,2,6,NA,NA,673,678,NA,10.1177/1948550611406138,NA,NA,11-Nov,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,WOS:000208992500015,NA
J,NA,"Li, Yuan Hang; Tottenham, Nim",NA,NA,NA,NA,NA,NA,NA,Seeing Yourself Helps You See Others,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,11,5,NA,NA,1235,1241,NA,10.1037/a0023469,NA,NA,11-Oct,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000295372600025,NA
J,NA,"Frijda, Nico H.; Parrott, W. Gerrod",NA,NA,NA,NA,NA,NA,NA,Basic Emotions or Ur-Emotions?,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,3,4,NA,NA,406,415,NA,10.1177/1754073911410742,NA,NA,11-Oct,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,WOS:000306274900007,NA
J,NA,"Koch, Sabine C.; Fuchs, Thomas",NA,NA,NA,NA,NA,NA,NA,Embodied arts therapies,NA,NA,NA,NA,NA,NA,NA,ARTS IN PSYCHOTHERAPY,NA,NA,NA,38,4,NA,NA,276,280,NA,10.1016/j.aip.2011.08.007,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000295912300008,NA
J,NA,"Cheshin, Arik; Rafaeli, Anat; Bos, Nathan",NA,NA,NA,NA,NA,NA,NA,Anger and happiness in virtual teams: Emotional influences of text and behavior on others' affect in the absence of non-verbal cues,NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,NA,NA,NA,116,1,NA,NA,2,16,NA,10.1016/j.obhdp.2011.06.002,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,WOS:000294579500001,NA
J,NA,"Davies, Helen; Schmidt, Ulrike; Stahl, Daniel; Tchanturia, Kate",NA,NA,NA,NA,NA,NA,NA,Evoked Facial Emotional Expression and Emotional Experience in People with Anorexia Nervosa,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF EATING DISORDERS,NA,NA,NA,44,6,NA,NA,531,539,NA,10.1002/eat.20852,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,WOS:000293957300007,NA
J,NA,"Dan-Glauser, Elise S.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,"The temporal dynamics of two response-focused forms of emotion regulation: Experiential, expressive, and autonomic consequences",NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,48,9,NA,NA,1309,1322,NA,10.1111/j.1469-8986.2011.01191.x,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,WOS:000293228800015,NA
J,NA,"Meier, Brian P.; Moller, Arlen C.; Chen, Julie J.; Riemer-Peltz, Miles",NA,NA,NA,NA,NA,NA,NA,Spatial Metaphor and Real Estate: North-South Location Biases Housing Preference,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,2,5,NA,NA,547,553,NA,10.1177/1948550611401042,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000208992400015,NA
J,NA,"Chwilla, Dorothee J.; Virgillito, Daniele; Vissers, Constance Th. W. M.",NA,NA,NA,NA,NA,NA,NA,The Relationship of Language and Emotion: N400 Support for an Embodied View of Language Comprehension,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF COGNITIVE NEUROSCIENCE,NA,NA,NA,23,9,NA,NA,2400,2414,NA,10.1162/jocn.2010.21578,NA,NA,11-Sep,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,WOS:000292508900025,NA
J,NA,"Cretenet, Joel; Dru, Vincent",NA,NA,NA,NA,NA,NA,NA,Influence of Bilateral Motor Behaviors on Flexible Functioning: An Embodied Perspective,NA,NA,NA,NA,NA,NA,NA,COGNITIVE SCIENCE,NA,NA,NA,35,6,NA,NA,1139,1161,NA,10.1111/j.1551-6709.2010.01166.x,NA,NA,11-Aug,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000293177800005,NA
J,NA,"Horberg, Elizabeth J.; Oveis, Christopher; Keltner, Dacher",NA,NA,NA,NA,NA,NA,NA,Emotions as Moral Amplifiers: An Appraisal Tendency Approach to the Influences of Distinct Emotions upon Moral Judgment,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,3,3,NA,NA,237,244,NA,10.1177/1754073911402384,NA,NA,11-Jul,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,WOS:000306274600003,NA
J,NA,"Rutherford, Helena J. V.; Lindell, Annukka K.",NA,NA,NA,NA,NA,NA,NA,Thriving and Surviving: Approach and Avoidance Motivation and Lateralization,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,3,3,NA,NA,333,343,NA,10.1177/1754073911402392,NA,NA,11-Jul,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,WOS:000306274600036,NA
J,NA,"Anderson, Sarah E.; Chiu, Eric; Huette, Stephanie; Spivey, Michael J.",NA,NA,NA,NA,NA,NA,NA,On the temporal dynamics of language-mediated vision and vision-mediated language,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,137,2,NA,NA,181,189,NA,10.1016/j.actpsy.2010.09.008,NA,NA,11-Jun,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000292372600005,NA
J,NA,"Hawk, Skyler T.; Fischer, Agneta H.; Van Kleef, Gerben A.",NA,NA,NA,NA,NA,NA,NA,Taking Your Place or Matching Your Face: Two Paths to Empathic Embarrassment,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,11,3,NA,NA,502,513,NA,10.1037/a0022762,NA,NA,11-Jun,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,WOS:000291711300005,NA
J,NA,"Foroni, Francesco; Semin, Gun R.",NA,NA,NA,NA,NA,NA,NA,When Does Mimicry Affect Evaluative Judgment?,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,11,3,NA,NA,687,690,NA,10.1037/a0023163,NA,NA,11-Jun,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000291711300024,NA
J,NA,"Kunz, Miriam; Rainville, Pierre; Lautenbacher, Stefan",NA,NA,NA,NA,NA,NA,NA,Operant Conditioning of Facial Displays of Pain,NA,NA,NA,NA,NA,NA,NA,PSYCHOSOMATIC MEDICINE,NA,NA,NA,73,5,NA,NA,422,431,NA,10.1097/PSY.0b013e318218db3e,NA,NA,11-Jun,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,WOS:000291829300009,NA
J,NA,"Bastiaansen, Jojanneke A.; Thioux, Marc; Nanetti, Luca; van der Gaag, Christiaan; Ketelaars, Cees; Minderaa, Ruud; Keysers, Christian",NA,NA,NA,NA,NA,NA,NA,Age-Related Increase in Inferior Frontal Gyrus Activity and Social Functioning in Autism Spectrum Disorder,NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHIATRY,NA,NA,NA,69,9,NA,NA,832,838,NA,10.1016/j.biopsych.2010.11.007,NA,NA,MAY 1 2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,WOS:000289560100008,NA
J,NA,"Greifeneder, Rainer; Bless, Herbert; Michel Tuan Pham",NA,NA,NA,NA,NA,NA,NA,When Do People Rely on Affective and Cognitive Feelings in Judgment? A Review,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,15,2,NA,NA,107,141,NA,10.1177/1088868310367640,NA,NA,11-May,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,WOS:000289169800001,NA
J,NA,"Hung, Iris W.; Labroo, Aparna A.",NA,NA,NA,NA,NA,NA,NA,From Firm Muscles to Firm Willpower: Understanding the Role of Embodied Cognition in Self-Regulation,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,37,6,NA,NA,1046,1064,NA,10.1086/657240,NA,NA,11-Apr,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,WOS:000297840400009,NA
J,NA,"Gil, Sandrine; Droit-Volet, Sylvie",NA,NA,NA,NA,NA,NA,NA,Time perception in response to ashamed faces in children and adults,NA,NA,NA,NA,NA,NA,NA,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,52,2,NA,NA,138,145,NA,10.1111/j.1467-9450.2010.00858.x,NA,NA,11-Apr,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,WOS:000288547200005,NA
J,NA,"Topolinski, Sascha",NA,NA,NA,NA,NA,NA,NA,I 5683 You: Dialing Phone Numbers on Cell Phones Activates Key-Concordant Concepts,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,22,3,NA,NA,355,360,NA,10.1177/0956797610397668,NA,NA,11-Mar,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000294708900012,NA
J,NA,"Dimberg, Ulf; Soderkvist, Sven",NA,NA,NA,NA,NA,NA,NA,The Voluntary Facial Action Technique: A Method to Test the Facial Feedback Hypothesis,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NONVERBAL BEHAVIOR,NA,NA,NA,35,1,NA,NA,17,33,NA,10.1007/s10919-010-0098-6,NA,NA,11-Mar,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000286676100002,NA
J,NA,"Oishi, Shigehiro; Seol, Kyoung Ok; Koo, Minkyung; Miao, Felicity F.",NA,NA,NA,NA,NA,NA,NA,Was he happy? Cultural difference in conceptions of Jesus,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF RESEARCH IN PERSONALITY,NA,NA,NA,45,1,NA,NA,84,91,NA,10.1016/j.jrp.2010.11.018,NA,NA,11-Feb,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000288528200011,NA
J,NA,"Sedlmeier, Peter; Weigelt, Oliver; Walther, Eva",NA,NA,NA,NA,NA,NA,NA,MUSIC IS IN THE MUSCLE: HOW EMBODIED COGNITION MAY INFLUENCE MUSIC PREFERENCES,NA,NA,NA,NA,NA,NA,NA,MUSIC PERCEPTION,NA,NA,NA,28,3,NA,NA,297,305,NA,10.1525/MP.2011.28.3.297,NA,NA,11-Feb,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000287778400005,NA
J,NA,"Pellis, Sergio M.; Pellis, Vivien C.",NA,NA,NA,NA,NA,NA,NA,To Whom the Play Signal Is Directed: A Study of Headshaking in Black-Handed Spider Monkeys (Ateles geoffroyi),NA,NA,NA,NA,NA,NA,NA,JOURNAL OF COMPARATIVE PSYCHOLOGY,NA,NA,NA,125,1,NA,NA,1,10,NA,10.1037/a0020547,NA,NA,11-Feb,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000287552200001,NA
J,NA,"Kappas, Arvid",NA,NA,NA,NA,NA,NA,NA,Emotion and Regulation are One!,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,3,1,NA,NA,17,25,NA,10.1177/1754073910380971,NA,NA,11-Jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,WOS:000306271500003,NA
J,NA,"Cuddy, Amy J. C.; Glick, Peter; Beninger, Anna",NA,NA,NA,NA,NA,NA,NA,"The dynamics of warmth and competence judgments, and their outcomes in organizations",NA,NA,NA,NA,NA,NA,NA,Research in Organizational Behavior,NA,NA,NA,31,NA,NA,NA,73,98,NA,10.1016/j.riob.2011.10.004,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,WOS:000301804700005,NA
J,NA,"Topolinski, Sascha",NA,NA,NA,NA,NA,NA,NA,A process model of intuition,NA,NA,NA,NA,NA,NA,NA,EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,NA,NA,NA,22,NA,NA,NA,274,315,NA,10.1080/10463283.2011.640078,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000301854000004,NA
J,NA,"Nelis, Delphine; Quoidbach, Jordi; Hansenne, Michel; Mikolajczak, Moira",NA,NA,NA,NA,NA,NA,NA,MEASURING INDIVIDUAL DIFFERENCES IN EMOTION REGULATION: THE EMOTION REGULATION PROFILE-REVISED (ERP-R),NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICA BELGICA,NA,NA,NA,51,1,NA,NA,49,91,NA,10.5334/pb-51-1-49,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,WOS:000287184300004,NA
J,NA,"Chiew, Kimberly S.; Braver, Todd S.",NA,NA,NA,NA,NA,NA,NA,Positive affect versus reward: emotional and motivational influences on cognitive control,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,2,NA,NA,NA,NA,NA,279,10.3389/fpsyg.2011.00279,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,WOS:000208863800094,NA
J,NA,"McCarthy, Paul J.",NA,NA,NA,NA,NA,NA,NA,Positive emotion in sport performance: current status and future directions,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,NA,NA,NA,4,1,NA,NA,50,69,NA,10.1080/1750984X.2011.560955,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,WOS:000208614000004,NA
J,NA,"Pecher, Diane; Boot, Inge; Van Dantzig, Saskia",NA,NA,NA,NA,NA,NA,NA,"ABSTRACT CONCEPTS: SENSORY-MOTOR GROUNDING, METAPHORS, AND BEYOND",NA,NA,NA,NA,NA,NA,NA,Psychology of Learning and Motivation,NA,NA,NA,54,NA,NA,NA,217,248,NA,10.1016/B978-0-12-385527-5.00007-3,NA,NA,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,WOS:000288113900007,NA
J,NA,"Sze, Jocelyn A.; Gyurak, Anett; Yuan, Joyce W.; Levenson, Robert W.",NA,NA,NA,NA,NA,NA,NA,Coherence Between Emotional Experience and Physiology: Does Body Awareness Training Have an Impact?,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,10,6,NA,NA,803,814,NA,10.1037/a0020146,NA,NA,10-Dec,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,WOS:000286125600005,NA
J,NA,"Price, Tom F.; Harmon-Jones, Eddie",NA,NA,NA,NA,NA,NA,NA,The Effect of Embodied Emotive States on Cognitive Categorization,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,10,6,NA,NA,934,938,NA,10.1037/a0019809,NA,NA,10-Dec,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000286125600018,NA
J,NA,"Morse, Anthony F.; de Greeff, Joachim; Belpeame, Tony; Cangelosi, Angelo",NA,NA,NA,NA,NA,NA,NA,Epigenetic Robotics Architecture (ERA),NA,NA,NA,NA,NA,NA,NA,IEEE TRANSACTIONS ON AUTONOMOUS MENTAL DEVELOPMENT,NA,NA,NA,2,4,NA,NA,325,339,NA,10.1109/TAMD.2010.2087020,NA,NA,10-Dec,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,WOS:000294902400005,NA
J,NA,"Niedenthal, Paula M.; Augustinova, Maria; Rychlowska, Magdalena",NA,NA,NA,NA,NA,NA,NA,Body and Mind: Zajonc's (Re)introduction of the Motor System to Emotion and Cognition,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,2,4,NA,NA,340,347,NA,10.1177/1754073910376423,NA,NA,10-Oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000208388600004,NA
J,NA,"Quoidbach, Jordi; Berry, Elizabeth V.; Hansenne, Michel; Mikolajczak, Moira",NA,NA,NA,NA,NA,NA,NA,Positive emotion regulation and well-being: Comparing the impact of eight savoring and dampening strategies,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND INDIVIDUAL DIFFERENCES,NA,NA,NA,49,5,NA,NA,368,373,NA,10.1016/j.paid.2010.03.048,NA,NA,10-Oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,WOS:000280415700003,NA
J,NA,"Carney, Dana R.; Cuddy, Amy J. C.; Yap, Andy J.",NA,NA,NA,NA,NA,NA,NA,Power Posing: Brief Nonverbal Displays Affect Neuroendocrine Levels and Risk Tolerance,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,21,10,NA,NA,1363,1368,NA,10.1177/0956797610383437,NA,NA,10-Oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,WOS:000285455600001,NA
J,NA,"Puccinelli, Nancy M.; Motyka, Scott; Grewal, Dhruv",NA,NA,NA,NA,NA,NA,NA,Can You Trust a Customer's Expression? Insights into Nonverbal Communication in the Retail Context,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY & MARKETING,NA,NA,NA,27,10,NA,NA,964,988,NA,10.1002/mar.20368,NA,NA,10-Oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,WOS:000282302900004,NA
J,NA,"von Scheve, Christian",NA,NA,NA,NA,NA,NA,NA,The Emotional Structure of Social Interaction: The Expression of Emotion and the Emergence of Social Order,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SOZIOLOGIE,NA,NA,NA,39,5,NA,NA,346,362,NA,NA,NA,NA,10-Oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000283278000001,NA
J,NA,"Stel, Marielle; Blascovich, Jim; Mccall, Cade; Mastop, Jessanne; Van Baaren, Rick B.; Vonk, Roos",NA,NA,NA,NA,NA,NA,NA,Mimicking disliked others: Effects of a priori liking on the mimicry-liking link,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,40,5,NA,NA,867,880,NA,10.1002/ejsp.655,NA,NA,10-Aug,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,WOS:000279742000015,NA
J,NA,"Brouillet, Thibaut; Heurley, Loic; Martin, Sophie; Brouillet, Denis",NA,NA,NA,NA,NA,NA,NA,"The embodied cognition theory and the motor component of ""yes"" and ""no"" verbal responses",NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,134,3,NA,NA,310,317,NA,10.1016/j.actpsy.2010.03.003,NA,NA,10-Jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000279660400006,NA
J,NA,"Friedman, Bruce H.",NA,NA,NA,NA,NA,NA,NA,Feelings and the body: The Jamesian perspective on autonomic specificity of emotion,NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,84,3,NA,NA,383,393,NA,10.1016/j.biopsycho.2009.10.006,NA,NA,10-Jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,WOS:000279663000002,NA
J,NA,"Mendes, Wendy Berry",NA,NA,NA,NA,NA,NA,NA,Weakened Links Between Mind and Body in Older Age: The Case for Maturational Dualism in the Experience of Emotion,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,2,3,NA,NA,240,244,NA,10.1177/1754073910364149,NA,NA,10-Jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000208388500010,NA
J,NA,"Havas, David A.; Glenberg, Arthur M.; Gutowski, Karol A.; Lucarelli, Mark J.; Davidson, Richard J.",NA,NA,NA,NA,NA,NA,NA,Cosmetic Use of Botulinum Toxin-A Affects Processing of Emotional Language,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,21,7,NA,NA,895,900,NA,10.1177/0956797610374742,NA,NA,10-Jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,WOS:000285453600001,NA
J,NA,"Glenberg, Arthur M.",NA,NA,NA,NA,NA,NA,NA,Embodiment as a unifying perspective for psychology,NA,NA,NA,NA,NA,NA,NA,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,NA,NA,NA,1,4,NA,NA,586,596,NA,10.1002/wcs.55,NA,NA,JUL-AUG 2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,WOS:000298172900013,NA
J,NA,"Brouillet, Thibaut; Heurley, Loic; Martin, Sophie; Brouillet, Denis",NA,NA,NA,NA,NA,NA,NA,"Emotion and cognition embodied: the motor dimension of verbal responses ""yes"" and ""no""",NA,NA,NA,NA,NA,NA,NA,CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,NA,NA,NA,64,2,NA,NA,134,141,NA,10.1037/a0019732,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000279148500008,NA
J,NA,"Davis, Joshua Ian; Senghas, Ann; Brandt, Fredric; Ochsner, Kevin N.",NA,NA,NA,NA,NA,NA,NA,The Effects of BOTOX Injections on Emotional Experience,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,10,3,NA,NA,433,440,NA,10.1037/a0018690,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,WOS:000278378200012,NA
J,NA,"Liu, Yongmei; Prati, L. Melita; Perrewe, Pamela L.; Brymer, Robert A.",NA,NA,NA,NA,NA,NA,NA,"Individual Differences in Emotion Regulation, Emotional Experiences at Work, and Work-related Outcomes: A Two-Study Investigation",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,40,6,NA,NA,1515,1538,NA,10.1111/j.1559-1816.2010.00627.x,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,WOS:000278566800009,NA
J,NA,"Labroo, Aparna A.; Nielsen, Jesper H.",NA,NA,NA,NA,NA,NA,NA,Half the Thrill Is in the Chase: Twisted Inferences from Embodied Cognitions and Brand Evaluation,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,37,1,NA,NA,143,158,NA,10.1086/649908,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000277175400010,NA
J,NA,"de Bonis, M.",NA,NA,NA,NA,NA,NA,NA,Deception of emotions and the face,NA,NA,NA,NA,NA,NA,NA,ANNALES MEDICO-PSYCHOLOGIQUES,NA,NA,NA,168,4,NA,NA,301,304,NA,10.1016/j.amp.2010.03.011,NA,NA,10-May,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000277894600013,NA
